file_name,text
line_195.jpg,"Ang kinabuhi sama sa suba; bisan adunay bato, padayon gihapon ang agos."
line_196.jpg,Pasalamati ang matag buntag kay usa kini ka bag-ong higayon.
line_197.jpg,Ang kalisod dili katapusan; usa lamang kini ka leksyon sa paglig-on.
line_198.jpg,Ang mapasalamatan nga kasingkasing mas malinawon.
line_199.jpg,"Bisan kapila mapildi, ang importante mao ang pagbangon pag-usab."
line_200.jpg,Ang kinabuhi mas nindot kung makita nato ang mga panalangin bisan sa kasamok.
line_201.jpg,Ang kalampusan nagsugod sa pagtuo sa kaugalingon.
line_202.jpg,"Ang ulan mohunong, ug mosidlak ra gihapon ang adlaw."
line_203.jpg,Ang paglahutay mao ang yawe sa kalampusan.
line_204.jpg,Ang matag pagsulay naghulma sa mas lig-on nga kaugmaon.
line_205.jpg,"Dili tanan adlaw hayag, apan matag gabii adunay kaadlawon."
line_206.jpg,Ang pagpasalamat naghatag kahayag bisan sa kangitngit.
line_207.jpg,Ang pagkapukan dili kapakyasan kung mubangon ka pag-usab.
line_208.jpg,Ang kusog makita sa tawo nga mopadayon bisan kapoy na.
line_209.jpg,Ang kinabuhi puno sa hagit aron tudluan ta unsaon pagbarog.
line_210.jpg,Ang paglaum mao ang suga sa malisod nga dalan.
line_211.jpg,Ang mga samad sa kagahapon mahimong kusog sa karon.
line_212.jpg,Ayaw kahadlok sa kalisod; didto natawhan ang kaisog.
line_213.jpg,Ang mapailubon makadawat ug maayong bunga.
line_214.jpg,Ang matag adlaw adunay rason sa pagpasalamat.
line_215.jpg,"Ang kalig-on dili sukdon sa kakulang sa luha, kundili sa pagpadayon."
line_216.jpg,Ang pagkadaug magsugod sa dili pagsurender.
line_217.jpg,Ang kinabuhi usa ka panaw sa pagkat-on ug pagtubo.
line_218.jpg,Ang pagsulay nag-andam nato alang sa mas dako nga grasya.
line_219.jpg,Ang mapasalamatan nga hunahuna puno sa kalinaw.
line_220.jpg,Ang pag-antus karon mahimong kalipay ugma.
line_221.jpg,Ang kusog sa tawo makita sa iyang pagbangon human sa kapildihan.
line_222.jpg,"Ang kakapoy molabay, apan ang bunga sa paningkamot magpabilin."
line_223.jpg,Ang kinabuhi mohatag ug unos aron tudluan ta paglayag.
line_224.jpg,Ang paglaum dili mawala basta magpabilin ang pagtoo.
line_225.jpg,Ang matag kapakyasan usa ka hagdan padulong sa kalampusan.
line_226.jpg,Ang pagpasalamat nagdala ug dugang panalangin.
line_227.jpg,Ang lisod nga panahon dili permanente.
line_228.jpg,"Ang lig-on nga tawo dili kanunay malipayon, apan kanunay nagpadayon."
line_229.jpg,Ang kahimtang karon dili magbuot sa imong kaugmaon.
line_230.jpg,Ang paglahutay maoy timaan sa tinuod nga kaisog.
line_231.jpg,Ang adlaw mosubang bisan human sa labing ngitngit nga gabii.
line_232.jpg,Ang kinabuhi nagtudlo pinaagi sa kasinatian.
line_233.jpg,Ang pagpasalamat nagbag-o sa paagi sa pagtan-aw sa kalibutan.
line_234.jpg,Ang kalisod maoy nagtudlo unsaon pagbarog nga lig-on.
line_235.jpg,Ang matag gininhawa usa ka gasa.
line_236.jpg,"Ang pagkapakyas usa lamang ka pahulay, dili katapusan."
line_237.jpg,Ang paglaum mao ang kusog sa naglisod nga kalag.
line_238.jpg,Ang pagpadayon bisan walay kasiguruhan usa ka dakong kaisog.
line_239.jpg,Ang kinabuhi mas bililhon kung giubanan sa pagpasalamat.
line_240.jpg,Ang mga luha usahay mao ang tubig sa pagtubo.
line_241.jpg,Ang kalig-on makita sa pagbarog bisan natumba na.
line_242.jpg,"Ang mga pagsulay dili aron pildihon ka, kundili aron palig-onon ka."
line_243.jpg,Ang pagtuo sa kaugalingon usa ka dakong kusog.
line_244.jpg,Ang mapailubon makakita sa kahayag sa hustong panahon.
line_245.jpg,Ang kinabuhi adunay panamilit aron adunay bag-ong pagsugod.
line_246.jpg,Ang pagpasalamat bisan gamay nagdala ug dako nga kalipay.
line_247.jpg,Ang kaisog magsugod sa usa ka lakang padayon.
line_248.jpg,"Ang tanan moagi sa unos, apan dili tanan magpabiling nalumos."
line_249.jpg,Ang paglahutay usa ka porma sa pagdaug.
line_250.jpg,Ang paglaum naghatag kusog sa gikapoy nga kasingkasing.
line_251.jpg,Ang kalisod maoy nagpadayag sa tinuod nga kusog.
line_252.jpg,Ang matag adlaw usa ka oportunidad sa pag-uswag.
line_253.jpg,Ang pagpasalamat makahatag kahupayan sa kalag.
line_254.jpg,"Ang kinabuhi dili lumba, apan panaw."
line_255.jpg,Ang kapakyasan dili sukdanan sa imong bili.
line_256.jpg,Ang kusog makita sa pagbangon bisan walay motabang.
line_257.jpg,Ang panahon sa kasakit dili molungtad hangtod sa kahangturan.
line_258.jpg,Ang paglahutay nagdala ngadto sa kadaugan.
line_259.jpg,Ang matag hagit adunay leksyon nga gitago.
line_260.jpg,Ang paglaum mao ang gamot sa kalig-on.
line_261.jpg,Ang mapasalamatan nga tawo mas dali makakita ug kalipay.
line_262.jpg,Ang pagpadayon bisan lisod usa ka dakong kadaugan.
line_263.jpg,Ang kinabuhi nagkinahanglan usahay ug taas nga pagpailub.
line_264.jpg,Ang kalisod maoy nagsukod sa imong determinasyon.
line_265.jpg,Ang pagpasalamat usa ka pamaagi sa pag-ila sa grasya.
line_266.jpg,Ang pagkahugno dili dautan kung makatukod ka pag-usab.
line_267.jpg,Ang adlaw sa kalipay moabot alang sa mapailubon.
line_268.jpg,Ang lig-on nga kasingkasing dili dali mapildi.
line_269.jpg,Ang pagtuo naghatag kusog sa walay paglaum.
line_270.jpg,Ang matag paningkamot adunay bunga sa hustong panahon.
line_271.jpg,Ang kinabuhi mohatag ug higayon sa tanan nga andam.
line_272.jpg,Ang pagpasalamat bisan sa pagsulay usa ka dakong kalig-on.
line_273.jpg,Ang kalisod usa ka tulay paingon sa pagtubo.
line_274.jpg,Ang paglahutay maoy dalan sa kalampusan.
line_275.jpg,Ang paglaum nagpabilin bisan sa pinaka-ngitngit nga kahimtang.
line_276.jpg,Ang mga kasakit karon mahimong istorya sa kadaugan ugma.
line_277.jpg,Ang kinabuhi nagtudlo sa tawo pinaagi sa pag-antus.
line_278.jpg,Ang mapasalamatan nga kasingkasing dili dali mapul-an.
line_279.jpg,Ang pagbangon usa ka pagpili nga puno sa kaisog.
line_280.jpg,Ang kalig-on makita sa tawo nga dili mohunong.
line_281.jpg,Ang matag gabii adunay saad nga kaadlawon.
line_282.jpg,Ang pagpadayon usa ka pagpakita sa pagtoo.
line_283.jpg,Ang kinabuhi puno sa panalangin nga usahay dili dayon makita.
line_284.jpg,Ang pagpasalamat naghatag kahulugan sa matag adlaw.
